ID,SiteID,ObservationTimeUTC,Value
563999,36085NY04805,2024-06-05 11:00:00.000,33.01
564010,36061NY08552,2024-06-05 12:00:00.000,24.75
564011,36005NY12387,2024-06-05 12:00:00.000,27.11
564012,36061NY08454,2024-06-05 12:00:00.000,34.17
564013,36061NY09734,2024-06-05 12:00:00.000,24.51
564014,36081NY08198,2024-06-05 12:00:00.000,11.52
564015,36005NY11534,2024-06-05 12:00:00.000,27.75
564016,36061NY08653,2024-06-05 12:00:00.000,30.42
564017,36061NY12380,2024-06-05 12:00:00.000,34.27
564018,36085NY04805,2024-06-05 12:00:00.000,30.01
564029,36081NY07615,2024-06-05 12:00:00.000,17.47
564030,36061NY08552,2024-06-05 13:00:00.000,24.11
564031,36005NY12387,2024-06-05 13:00:00.000,25.5
564032,36061NY08454,2024-06-05 13:00:00.000,32.67
564033,36061NY09734,2024-06-05 13:00:00.000,24.9
564034,36081NY08198,2024-06-05 13:00:00.000,10.84
564035,36005NY11534,2024-06-05 13:00:00.000,28.31
564036,36061NY12380,2024-06-05 13:00:00.000,34.1
564047,36061NY08653,2024-06-05 13:00:00.000,25.65
564048,36081NY07615,2024-06-05 13:00:00.000,16.53
564049,36085NY04805,2024-06-05 13:00:00.000,25.21
564050,36061NY08552,2024-06-05 14:00:00.000,22.83
564051,36005NY12387,2024-06-05 14:00:00.000,23.83
564052,36061NY08454,2024-06-05 14:00:00.000,29.7
564053,36061NY09734,2024-06-05 14:00:00.000,23.22
564054,36081NY08198,2024-06-05 14:00:00.000,10.36
564055,36005NY11534,2024-06-05 14:00:00.000,24.8
564056,36061NY12380,2024-06-05 14:00:00.000,32.11
564066,36061NY08653,2024-06-05 14:00:00.000,25.0
564067,36081NY07615,2024-06-05 14:00:00.000,16.53
564068,36085NY04805,2024-06-05 14:00:00.000,22.89
564069,36061NY08552,2024-06-05 15:00:00.000,21.69
564070,36005NY12387,2024-06-05 15:00:00.000,20.49
564071,36061NY08454,2024-06-05 15:00:00.000,27.05
564072,36061NY09734,2024-06-05 15:00:00.000,22.33
564073,36081NY08198,2024-06-05 15:00:00.000,10.85
564074,36005NY11534,2024-06-05 15:00:00.000,21.2
564075,36061NY12380,2024-06-05 15:00:00.000,31.19
564086,36061NY08653,2024-06-05 15:00:00.000,23.36
564087,36081NY07615,2024-06-05 15:00:00.000,15.86
564088,36085NY04805,2024-06-05 15:00:00.000,18.8
564089,36061NY08552,2024-06-05 16:00:00.000,19.32
564090,36005NY12387,2024-06-05 16:00:00.000,21.22
564091,36061NY08454,2024-06-05 16:00:00.000,24.5
564092,36061NY09734,2024-06-05 16:00:00.000,21.81
564093,36081NY08198,2024-06-05 16:00:00.000,9.18
564094,36005NY11534,2024-06-05 16:00:00.000,20.8
564095,36061NY08653,2024-06-05 16:00:00.000,21.2
564096,36061NY12380,2024-06-05 16:00:00.000,30.23
564107,36081NY07615,2024-06-05 16:00:00.000,13.96
564108,36085NY04805,2024-06-05 16:00:00.000,16.17
564109,36061NY08552,2024-06-05 17:00:00.000,16.87
564110,36005NY12387,2024-06-05 17:00:00.000,19.85
564111,36061NY08454,2024-06-05 17:00:00.000,18.72
564112,36061NY09734,2024-06-05 17:00:00.000,19.8
564113,36081NY08198,2024-06-05 17:00:00.000,8.59
564114,36005NY11534,2024-06-05 17:00:00.000,18.67
564115,36061NY08653,2024-06-05 17:00:00.000,19.37
564116,36081NY07615,2024-06-05 17:00:00.000,12.78
564117,36061NY12380,2024-06-05 17:00:00.000,28.01
564128,36085NY04805,2024-06-05 17:00:00.000,14.22
564129,36061NY08552,2024-06-05 18:00:00.000,14.09
564130,36005NY12387,2024-06-05 18:00:00.000,14.89
564131,36061NY08454,2024-06-05 18:00:00.000,15.03
564132,36061NY09734,2024-06-05 18:00:00.000,15.94
564133,36081NY08198,2024-06-05 18:00:00.000,7.0
564134,36005NY11534,2024-06-05 18:00:00.000,13.74
564135,36061NY08653,2024-06-05 18:00:00.000,20.61
564136,36081NY07615,2024-06-05 18:00:00.000,10.9
564137,36061NY12380,2024-06-05 18:00:00.000,23.2
564147,36085NY04805,2024-06-05 18:00:00.000,12.69
564148,36061NY08552,2024-06-05 19:00:00.000,13.03
564149,36005NY12387,2024-06-05 19:00:00.000,11.45
564150,36061NY08454,2024-06-05 19:00:00.000,14.03
564151,36061NY09734,2024-06-05 19:00:00.000,13.75
564152,36081NY08198,2024-06-05 19:00:00.000,6.99
564153,36005NY11534,2024-06-05 19:00:00.000,11.76
564154,36061NY08653,2024-06-05 19:00:00.000,14.57
564155,36081NY07615,2024-06-05 19:00:00.000,11.43
564156,36061NY12380,2024-06-05 19:00:00.000,15.57
564157,36085NY04805,2024-06-05 19:00:00.000,13.54
564167,36061NY08552,2024-06-05 20:00:00.000,11.53
564168,36005NY12387,2024-06-05 20:00:00.000,10.81
564169,36061NY08454,2024-06-05 20:00:00.000,14.39
564170,36061NY09734,2024-06-05 20:00:00.000,12.35
564171,36081NY08198,2024-06-05 20:00:00.000,7.28
564172,36005NY11534,2024-06-05 20:00:00.000,10.99
564173,36081NY07615,2024-06-05 20:00:00.000,10.16
564174,36061NY12380,2024-06-05 20:00:00.000,13.35
564184,36061NY08653,2024-06-05 20:00:00.000,10.09
564185,36085NY04805,2024-06-05 20:00:00.000,14.09
564186,36061NY08552,2024-06-05 21:00:00.000,10.62
564187,36005NY12387,2024-06-05 21:00:00.000,9.35
564188,36061NY08454,2024-06-05 21:00:00.000,14.01
564189,36081NY08198,2024-06-05 21:00:00.000,6.76
564190,36005NY11534,2024-06-05 21:00:00.000,9.43
564191,36081NY07615,2024-06-05 21:00:00.000,8.37
564192,36061NY12380,2024-06-05 21:00:00.000,12.0
564203,36061NY09734,2024-06-05 21:00:00.000,12.18
564204,36061NY08653,2024-06-05 21:00:00.000,8.26
564205,36085NY04805,2024-06-05 21:00:00.000,15.92
564206,36061NY08552,2024-06-05 22:00:00.000,10.08
564207,36005NY12387,2024-06-05 22:00:00.000,9.23
564208,36061NY08454,2024-06-05 22:00:00.000,14.02
564209,36081NY08198,2024-06-05 22:00:00.000,6.71
564210,36005NY11534,2024-06-05 22:00:00.000,10.1
564211,36081NY07615,2024-06-05 22:00:00.000,8.02
564212,36061NY12380,2024-06-05 22:00:00.000,12.55
564223,36061NY09734,2024-06-05 22:00:00.000,14.5
564224,36061NY08653,2024-06-05 22:00:00.000,8.94
564225,36085NY04805,2024-06-05 22:00:00.000,14.36
564226,36061NY08552,2024-06-05 23:00:00.000,10.62
564227,36005NY12387,2024-06-05 23:00:00.000,9.33
564228,36061NY08454,2024-06-05 23:00:00.000,14.63
564229,36061NY09734,2024-06-05 23:00:00.000,15.75
564230,36081NY08198,2024-06-05 23:00:00.000,6.5
564231,36005NY11534,2024-06-05 23:00:00.000,10.27
564232,36061NY08653,2024-06-05 23:00:00.000,9.43
564233,36081NY07615,2024-06-05 23:00:00.000,9.05
564234,36061NY12380,2024-06-05 23:00:00.000,11.88
564235,36085NY04805,2024-06-05 23:00:00.000,14.46
564246,36061NY08552,2024-06-06 00:00:00.000,12.8
564247,36005NY12387,2024-06-06 00:00:00.000,11.63
564248,36061NY08454,2024-06-06 00:00:00.000,17.98
564249,36081NY08198,2024-06-06 00:00:00.000,7.03
564250,36005NY11534,2024-06-06 00:00:00.000,10.94
564251,36061NY08653,2024-06-06 00:00:00.000,12.0
564252,36081NY07615,2024-06-06 00:00:00.000,10.11
564253,36061NY12380,2024-06-06 00:00:00.000,11.97
564264,36085NY04805,2024-06-06 00:00:00.000,15.34
564265,36061NY09734,2024-06-06 00:00:00.000,15.63
564266,36061NY08552,2024-06-06 01:00:00.000,15.39
564267,36005NY12387,2024-06-06 01:00:00.000,13.56
564268,36061NY08454,2024-06-06 01:00:00.000,22.17
564269,36081NY08198,2024-06-06 01:00:00.000,8.01
564270,36005NY11534,2024-06-06 01:00:00.000,13.93
564271,36061NY08653,2024-06-06 01:00:00.000,15.65
564272,36081NY07615,2024-06-06 01:00:00.000,11.69
564273,36061NY12380,2024-06-06 01:00:00.000,16.13
564283,36061NY09734,2024-06-06 01:00:00.000,18.42
564284,36085NY04805,2024-06-06 01:00:00.000,18.0
564285,36061NY08552,2024-06-06 02:00:00.000,16.13
564286,36005NY12387,2024-06-06 02:00:00.000,15.37
564287,36061NY08454,2024-06-06 02:00:00.000,24.53
564288,36081NY08198,2024-06-06 02:00:00.000,8.53
564289,36005NY11534,2024-06-06 02:00:00.000,15.54
564290,36081NY07615,2024-06-06 02:00:00.000,13.96
564291,36061NY12380,2024-06-06 02:00:00.000,17.33
564302,36061NY08653,2024-06-06 02:00:00.000,15.78
564303,36085NY04805,2024-06-06 02:00:00.000,20.12
564304,36061NY09734,2024-06-06 02:00:00.000,18.19
564305,36061NY08552,2024-06-06 03:00:00.000,17.95
564306,36005NY12387,2024-06-06 03:00:00.000,17.89
564307,36061NY08454,2024-06-06 03:00:00.000,26.26
564308,36081NY08198,2024-06-06 03:00:00.000,10.42
564309,36005NY11534,2024-06-06 03:00:00.000,18.9
564310,36081NY07615,2024-06-06 03:00:00.000,18.22
564311,36061NY12380,2024-06-06 03:00:00.000,19.43
564322,36061NY09734,2024-06-06 03:00:00.000,19.26
564323,36061NY08653,2024-06-06 03:00:00.000,17.87
564324,36085NY04805,2024-06-06 03:00:00.000,21.64
564325,36061NY08552,2024-06-06 04:00:00.000,20.39
564326,36005NY12387,2024-06-06 04:00:00.000,21.86
564327,36081NY08198,2024-06-06 04:00:00.000,11.86
564328,36005NY11534,2024-06-06 04:00:00.000,23.2
564329,36081NY07615,2024-06-06 04:00:00.000,18.99
564330,36061NY12380,2024-06-06 04:00:00.000,21.76
564341,36061NY08454,2024-06-06 04:00:00.000,32.38
564342,36061NY09734,2024-06-06 04:00:00.000,21.15
564343,36061NY08653,2024-06-06 04:00:00.000,20.73
564344,36085NY04805,2024-06-06 04:00:00.000,24.9
564345,36061NY08552,2024-06-06 05:00:00.000,18.41
564346,36005NY12387,2024-06-06 05:00:00.000,21.54
564347,36061NY08454,2024-06-06 05:00:00.000,32.86
564348,36061NY09734,2024-06-06 05:00:00.000,19.1
564349,36081NY08198,2024-06-06 05:00:00.000,9.43
564350,36005NY11534,2024-06-06 05:00:00.000,16.91
564351,36061NY08653,2024-06-06 05:00:00.000,17.53
564352,36081NY07615,2024-06-06 05:00:00.000,15.49
564353,36061NY12380,2024-06-06 05:00:00.000,21.79
564354,36085NY04805,2024-06-06 05:00:00.000,29.69
564365,36061NY08552,2024-06-06 06:00:00.000,15.01
564366,36005NY12387,2024-06-06 06:00:00.000,16.34
564367,36061NY08454,2024-06-06 06:00:00.000,27.03
564368,36061NY09734,2024-06-06 06:00:00.000,15.95
564369,36081NY08198,2024-06-06 06:00:00.000,9.63
564370,36005NY11534,2024-06-06 06:00:00.000,15.68
564371,36061NY08653,2024-06-06 06:00:00.000,15.14
564372,36081NY07615,2024-06-06 06:00:00.000,14.98
564373,36061NY12380,2024-06-06 06:00:00.000,16.44
564384,36085NY04805,2024-06-06 06:00:00.000,29.26
564385,36061NY08552,2024-06-06 07:00:00.000,11.25
564386,36005NY12387,2024-06-06 07:00:00.000,14.24
564387,36061NY08454,2024-06-06 07:00:00.000,19.74
564388,36061NY09734,2024-06-06 07:00:00.000,11.88
564389,36081NY08198,2024-06-06 07:00:00.000,7.27
564390,36005NY11534,2024-06-06 07:00:00.000,12.11
564391,36061NY08653,2024-06-06 07:00:00.000,11.1
564392,36081NY07615,2024-06-06 07:00:00.000,10.48
564393,36061NY12380,2024-06-06 07:00:00.000,14.42
564394,36085NY04805,2024-06-06 07:00:00.000,18.72
564405,36061NY08552,2024-06-06 08:00:00.000,6.78
564406,36005NY12387,2024-06-06 08:00:00.000,10.18
564407,36061NY08454,2024-06-06 08:00:00.000,14.17
564408,36081NY08198,2024-06-06 08:00:00.000,4.6
564409,36005NY11534,2024-06-06 08:00:00.000,7.97
564410,36081NY07615,2024-06-06 08:00:00.000,7.67
564411,36061NY12380,2024-06-06 08:00:00.000,10.71
564422,36061NY09734,2024-06-06 08:00:00.000,8.02
564423,36061NY08653,2024-06-06 08:00:00.000,8.1
564424,36085NY04805,2024-06-06 08:00:00.000,11.87
564425,36061NY08552,2024-06-06 09:00:00.000,8.65
564426,36005NY12387,2024-06-06 09:00:00.000,9.91
564427,36061NY08454,2024-06-06 09:00:00.000,15.88
564428,36081NY08198,2024-06-06 09:00:00.000,5.42
564429,36005NY11534,2024-06-06 09:00:00.000,8.83
564430,36061NY08653,2024-06-06 09:00:00.000,8.82
564431,36081NY07615,2024-06-06 09:00:00.000,14.1
564432,36061NY12380,2024-06-06 09:00:00.000,10.69
564440,36061NY09734,2024-06-06 09:00:00.000,6.49
564441,36085NY04805,2024-06-06 09:00:00.000,20.58
564442,36061NY08552,2024-06-06 10:00:00.000,11.46
564443,36005NY12387,2024-06-06 10:00:00.000,11.24
564444,36061NY08454,2024-06-06 10:00:00.000,21.51
564445,36081NY08198,2024-06-06 10:00:00.000,8.29
564446,36005NY11534,2024-06-06 10:00:00.000,14.71
564447,36061NY08653,2024-06-06 10:00:00.000,12.56
564448,36081NY07615,2024-06-06 10:00:00.000,16.29
564449,36061NY12380,2024-06-06 10:00:00.000,11.31
564458,36061NY09734,2024-06-06 10:00:00.000,8.82
564459,36085NY04805,2024-06-06 10:00:00.000,14.71
564460,36061NY08552,2024-06-06 11:00:00.000,12.52
564461,36005NY12387,2024-06-06 11:00:00.000,9.88
564462,36061NY08454,2024-06-06 11:00:00.000,21.78
564463,36081NY08198,2024-06-06 11:00:00.000,9.12
564464,36005NY11534,2024-06-06 11:00:00.000,11.4
564465,36061NY08653,2024-06-06 11:00:00.000,13.51
564466,36081NY07615,2024-06-06 11:00:00.000,17.17
564467,36061NY12380,2024-06-06 11:00:00.000,11.11
564478,36061NY09734,2024-06-06 11:00:00.000,7.18
564479,36085NY04805,2024-06-06 11:00:00.000,13.95
564480,36061NY08552,2024-06-06 12:00:00.000,14.93
564481,36005NY12387,2024-06-06 12:00:00.000,10.1
564482,36061NY08454,2024-06-06 12:00:00.000,22.0
564483,36081NY08198,2024-06-06 12:00:00.000,7.84
564484,36005NY11534,2024-06-06 12:00:00.000,9.3
564485,36061NY08653,2024-06-06 12:00:00.000,15.01
564486,36081NY07615,2024-06-06 12:00:00.000,16.86
564487,36061NY12380,2024-06-06 12:00:00.000,12.12
564498,36061NY09734,2024-06-06 12:00:00.000,12.29
564499,36085NY04805,2024-06-06 12:00:00.000,19.51
564500,36061NY08552,2024-06-06 13:00:00.000,18.45
564501,36005NY12387,2024-06-06 13:00:00.000,12.44
564502,36061NY08454,2024-06-06 13:00:00.000,24.48
564503,36081NY08198,2024-06-06 13:00:00.000,9.88
564504,36005NY11534,2024-06-06 13:00:00.000,10.97
564505,36061NY08653,2024-06-06 13:00:00.000,14.37
564506,36081NY07615,2024-06-06 13:00:00.000,15.89
564507,36061NY12380,2024-06-06 13:00:00.000,13.29
564518,36061NY09734,2024-06-06 13:00:00.000,12.81
564519,36085NY04805,2024-06-06 13:00:00.000,14.67
564520,36061NY08552,2024-06-06 14:00:00.000,14.62
564521,36005NY12387,2024-06-06 14:00:00.000,10.28
564522,36061NY08454,2024-06-06 14:00:00.000,13.33
564523,36081NY08198,2024-06-06 14:00:00.000,8.82
564524,36005NY11534,2024-06-06 14:00:00.000,9.09
564525,36061NY08653,2024-06-06 14:00:00.000,8.42
564526,36081NY07615,2024-06-06 14:00:00.000,13.22
564527,36061NY12380,2024-06-06 14:00:00.000,14.71
564538,36061NY09734,2024-06-06 14:00:00.000,8.44
564539,36085NY04805,2024-06-06 14:00:00.000,9.71
564540,36061NY08552,2024-06-06 15:00:00.000,12.66
564541,36005NY12387,2024-06-06 15:00:00.000,9.57
564542,36061NY08454,2024-06-06 15:00:00.000,16.61
564543,36081NY08198,2024-06-06 15:00:00.000,8.67
564544,36005NY11534,2024-06-06 15:00:00.000,10.83
564545,36061NY08653,2024-06-06 15:00:00.000,9.02
564546,36081NY07615,2024-06-06 15:00:00.000,12.14
564547,36061NY12380,2024-06-06 15:00:00.000,13.46
564558,36061NY09734,2024-06-06 15:00:00.000,8.07
564559,36085NY04805,2024-06-06 15:00:00.000,9.7
564560,36061NY08552,2024-06-06 16:00:00.000,12.45
564561,36005NY12387,2024-06-06 16:00:00.000,13.24
564562,36061NY08454,2024-06-06 16:00:00.000,16.55
564563,36081NY08198,2024-06-06 16:00:00.000,6.44
564564,36005NY11534,2024-06-06 16:00:00.000,15.69
564565,36061NY08653,2024-06-06 16:00:00.000,22.32
564566,36081NY07615,2024-06-06 16:00:00.000,10.44
564567,36061NY12380,2024-06-06 16:00:00.000,14.94
564578,36061NY09734,2024-06-06 16:00:00.000,11.66
564579,36085NY04805,2024-06-06 16:00:00.000,12.3
564580,36061NY08552,2024-06-06 17:00:00.000,14.66
564581,36005NY12387,2024-06-06 17:00:00.000,16.22
564582,36061NY08454,2024-06-06 17:00:00.000,17.23
564583,36081NY08198,2024-06-06 17:00:00.000,7.83
564584,36005NY11534,2024-06-06 17:00:00.000,14.82
564585,36081NY07615,2024-06-06 17:00:00.000,11.4
564586,36061NY12380,2024-06-06 17:00:00.000,22.63
564587,36085NY04805,2024-06-06 17:00:00.000,13.12
564598,36061NY09734,2024-06-06 17:00:00.000,13.64
564599,36061NY08653,2024-06-06 17:00:00.000,16.63
564600,36061NY08552,2024-06-06 18:00:00.000,16.59
564601,36005NY12387,2024-06-06 18:00:00.000,15.18
564602,36061NY08454,2024-06-06 18:00:00.000,19.38
564603,36081NY08198,2024-06-06 18:00:00.000,8.75
564604,36005NY11534,2024-06-06 18:00:00.000,16.82
564605,36081NY07615,2024-06-06 18:00:00.000,13.96
564606,36061NY12380,2024-06-06 18:00:00.000,19.37
564607,36085NY04805,2024-06-06 18:00:00.000,20.02
564618,36061NY09734,2024-06-06 18:00:00.000,16.27
564619,36061NY08653,2024-06-06 18:00:00.000,17.9
564620,36061NY08552,2024-06-06 19:00:00.000,16.52
564621,36005NY12387,2024-06-06 19:00:00.000,14.47
564622,36061NY08454,2024-06-06 19:00:00.000,25.21
564623,36061NY09734,2024-06-06 19:00:00.000,16.03
564624,36081NY08198,2024-06-06 19:00:00.000,6.07
564625,36005NY11534,2024-06-06 19:00:00.000,19.16
564626,36061NY08653,2024-06-06 19:00:00.000,19.86
564627,36081NY07615,2024-06-06 19:00:00.000,15.02
564628,36061NY12380,2024-06-06 19:00:00.000,19.75
564629,36085NY04805,2024-06-06 19:00:00.000,20.42
564640,36005NY12387,2024-06-06 20:00:00.000,14.66
564641,36061NY08454,2024-06-06 20:00:00.000,27.04
564642,36061NY09734,2024-06-06 20:00:00.000,20.9
564643,36081NY08198,2024-06-06 20:00:00.000,10.54
564644,36005NY11534,2024-06-06 20:00:00.000,18.65
564645,36061NY08653,2024-06-06 20:00:00.000,22.76
564646,36081NY07615,2024-06-06 20:00:00.000,20.05
564647,36061NY12380,2024-06-06 20:00:00.000,15.7
564648,36085NY04805,2024-06-06 20:00:00.000,15.18
564659,36061NY08552,2024-06-06 20:00:00.000,20.06
564660,36005NY12387,2024-06-06 21:00:00.000,19.33
564661,36061NY08454,2024-06-06 21:00:00.000,34.21
564662,36061NY09734,2024-06-06 21:00:00.000,22.02
564663,36081NY08198,2024-06-06 21:00:00.000,13.07
564664,36005NY11534,2024-06-06 21:00:00.000,19.28
564665,36061NY08653,2024-06-06 21:00:00.000,26.61
564666,36081NY07615,2024-06-06 21:00:00.000,22.42
564667,36061NY12380,2024-06-06 21:00:00.000,24.72
564668,36085NY04805,2024-06-06 21:00:00.000,18.33
564679,36061NY08552,2024-06-06 21:00:00.000,26.1
564680,36005NY12387,2024-06-06 22:00:00.000,22.57
564681,36061NY08454,2024-06-06 22:00:00.000,27.01
564682,36061NY09734,2024-06-06 22:00:00.000,17.23
564683,36081NY08198,2024-06-06 22:00:00.000,13.95
564684,36005NY11534,2024-06-06 22:00:00.000,22.26
564685,36061NY08653,2024-06-06 22:00:00.000,31.5
564686,36081NY07615,2024-06-06 22:00:00.000,21.96
564687,36061NY12380,2024-06-06 22:00:00.000,26.0
564688,36085NY04805,2024-06-06 22:00:00.000,13.45
564699,36061NY08552,2024-06-06 22:00:00.000,26.43
564700,36061NY08552,2024-06-06 23:00:00.000,17.73
564701,36005NY12387,2024-06-06 23:00:00.000,18.47
564702,36061NY08454,2024-06-06 23:00:00.000,23.4
564703,36061NY09734,2024-06-06 23:00:00.000,17.39
564704,36081NY08198,2024-06-06 23:00:00.000,13.6
564705,36005NY11534,2024-06-06 23:00:00.000,17.27
564706,36061NY08653,2024-06-06 23:00:00.000,38.15
564707,36081NY07615,2024-06-06 23:00:00.000,22.21
564708,36061NY12380,2024-06-06 23:00:00.000,22.5
564709,36085NY04805,2024-06-06 23:00:00.000,14.6
564720,36005NY12387,2024-06-07 00:00:00.000,21.29
564721,36061NY08454,2024-06-07 00:00:00.000,19.32
564722,36061NY09734,2024-06-07 00:00:00.000,17.48
564723,36081NY08198,2024-06-07 00:00:00.000,11.07
564724,36005NY11534,2024-06-07 00:00:00.000,16.28
564725,36081NY07615,2024-06-07 00:00:00.000,18.92
564726,36061NY12380,2024-06-07 00:00:00.000,21.69
564727,36085NY04805,2024-06-07 00:00:00.000,14.1
564738,36061NY08653,2024-06-07 00:00:00.000,18.09
564739,36061NY08552,2024-06-07 00:00:00.000,16.5
564740,36061NY08552,2024-06-07 01:00:00.000,10.87
564741,36005NY12387,2024-06-07 01:00:00.000,8.11
564742,36061NY08454,2024-06-07 01:00:00.000,10.44
564743,36061NY09734,2024-06-07 01:00:00.000,10.48
564744,36081NY08198,2024-06-07 01:00:00.000,6.67
564745,36005NY11534,2024-06-07 01:00:00.000,8.24
564746,36061NY08653,2024-06-07 01:00:00.000,9.28
564747,36081NY07615,2024-06-07 01:00:00.000,10.6
564748,36061NY12380,2024-06-07 01:00:00.000,9.27
564749,36085NY04805,2024-06-07 01:00:00.000,10.2
564760,36005NY12387,2024-06-07 02:00:00.000,8.76
564761,36061NY08454,2024-06-07 02:00:00.000,9.94
564762,36061NY09734,2024-06-07 02:00:00.000,11.15
564763,36081NY08198,2024-06-07 02:00:00.000,4.62
564764,36005NY11534,2024-06-07 02:00:00.000,8.48
564765,36061NY08653,2024-06-07 02:00:00.000,9.24
564766,36081NY07615,2024-06-07 02:00:00.000,4.78
564767,36061NY12380,2024-06-07 02:00:00.000,9.48
564768,36085NY04805,2024-06-07 02:00:00.000,11.18
564777,36061NY08552,2024-06-07 02:00:00.000,12.96
564778,36061NY08552,2024-06-07 03:00:00.000,12.03
564779,36005NY12387,2024-06-07 03:00:00.000,9.29
564780,36061NY08454,2024-06-07 03:00:00.000,10.44
564781,36061NY09734,2024-06-07 03:00:00.000,10.62
564782,36081NY08198,2024-06-07 03:00:00.000,4.93
564783,36005NY11534,2024-06-07 03:00:00.000,9.07
564784,36061NY08653,2024-06-07 03:00:00.000,9.88
564785,36081NY07615,2024-06-07 03:00:00.000,6.29
564786,36061NY12380,2024-06-07 03:00:00.000,9.7
564787,36085NY04805,2024-06-07 03:00:00.000,12.24
564798,36061NY08552,2024-06-07 04:00:00.000,12.44
564799,36005NY12387,2024-06-07 04:00:00.000,9.41
564800,36061NY08454,2024-06-07 04:00:00.000,11.61
564801,36061NY09734,2024-06-07 04:00:00.000,9.46
564802,36081NY08198,2024-06-07 04:00:00.000,6.08
564803,36005NY11534,2024-06-07 04:00:00.000,10.05
564804,36061NY08653,2024-06-07 04:00:00.000,10.58
564805,36061NY12380,2024-06-07 04:00:00.000,10.5
564806,36085NY04805,2024-06-07 04:00:00.000,12.7
564817,36081NY07615,2024-06-07 04:00:00.000,9.36
564818,36005NY12387,2024-06-07 05:00:00.000,11.45
564819,36061NY08454,2024-06-07 05:00:00.000,10.99
564820,36061NY09734,2024-06-07 05:00:00.000,10.73
564821,36081NY08198,2024-06-07 05:00:00.000,6.18
564822,36005NY11534,2024-06-07 05:00:00.000,12.76
564823,36061NY08653,2024-06-07 05:00:00.000,10.83
564824,36061NY12380,2024-06-07 05:00:00.000,13.58
564825,36085NY04805,2024-06-07 05:00:00.000,16.09
564836,36081NY07615,2024-06-07 05:00:00.000,10.3
564837,36061NY08552,2024-06-07 05:00:00.000,10.56
564838,36061NY08552,2024-06-07 06:00:00.000,10.42
564839,36005NY12387,2024-06-07 06:00:00.000,11.81
564840,36061NY08454,2024-06-07 06:00:00.000,12.14
564841,36061NY09734,2024-06-07 06:00:00.000,10.72
564842,36081NY08198,2024-06-07 06:00:00.000,6.65
564843,36005NY11534,2024-06-07 06:00:00.000,13.24
564844,36061NY08653,2024-06-07 06:00:00.000,11.84
564845,36061NY12380,2024-06-07 06:00:00.000,12.75
564846,36085NY04805,2024-06-07 06:00:00.000,15.05
564857,36081NY07615,2024-06-07 06:00:00.000,11.34
564858,36061NY08552,2024-06-07 07:00:00.000,12.4
564859,36005NY12387,2024-06-07 07:00:00.000,10.9
564860,36061NY08454,2024-06-07 07:00:00.000,11.71
564861,36061NY09734,2024-06-07 07:00:00.000,10.33
564862,36081NY08198,2024-06-07 07:00:00.000,6.95
564863,36005NY11534,2024-06-07 07:00:00.000,11.34
564864,36061NY08653,2024-06-07 07:00:00.000,10.17
564865,36061NY12380,2024-06-07 07:00:00.000,13.67
564866,36085NY04805,2024-06-07 07:00:00.000,13.57
564877,36081NY07615,2024-06-07 07:00:00.000,12.88
564878,36005NY12387,2024-06-07 08:00:00.000,9.84
564879,36061NY08454,2024-06-07 08:00:00.000,13.03
564880,36061NY09734,2024-06-07 08:00:00.000,9.7
564881,36081NY08198,2024-06-07 08:00:00.000,7.85
564882,36005NY11534,2024-06-07 08:00:00.000,11.48
564883,36061NY08653,2024-06-07 08:00:00.000,10.41
564884,36061NY12380,2024-06-07 08:00:00.000,14.84
564885,36085NY04805,2024-06-07 08:00:00.000,13.82
564896,36061NY08552,2024-06-07 08:00:00.000,10.54
564897,36081NY07615,2024-06-07 08:00:00.000,12.09
564898,36061NY08552,2024-06-07 09:00:00.000,12.9
564899,36005NY12387,2024-06-07 09:00:00.000,10.52
564900,36061NY08454,2024-06-07 09:00:00.000,14.17
564901,36061NY09734,2024-06-07 09:00:00.000,9.66
564902,36081NY08198,2024-06-07 09:00:00.000,7.01
564903,36005NY11534,2024-06-07 09:00:00.000,11.78
564904,36061NY08653,2024-06-07 09:00:00.000,10.35
564905,36061NY12380,2024-06-07 09:00:00.000,13.44
564906,36085NY04805,2024-06-07 09:00:00.000,15.27
564917,36081NY07615,2024-06-07 09:00:00.000,12.39
564918,36061NY08552,2024-06-07 10:00:00.000,11.96
564919,36005NY12387,2024-06-07 10:00:00.000,10.49
564920,36061NY08454,2024-06-07 10:00:00.000,13.12
564921,36081NY08198,2024-06-07 10:00:00.000,7.12
564922,36005NY11534,2024-06-07 10:00:00.000,12.09
564923,36061NY08653,2024-06-07 10:00:00.000,11.36
564924,36061NY12380,2024-06-07 10:00:00.000,10.9
564925,36085NY04805,2024-06-07 10:00:00.000,17.75
564936,36061NY09734,2024-06-07 10:00:00.000,9.69
564937,36081NY07615,2024-06-07 10:00:00.000,11.26
564938,36061NY08552,2024-06-07 11:00:00.000,11.57
564939,36005NY12387,2024-06-07 11:00:00.000,10.0
564940,36061NY08454,2024-06-07 11:00:00.000,12.73
564941,36081NY08198,2024-06-07 11:00:00.000,6.66
564942,36005NY11534,2024-06-07 11:00:00.000,11.55
564943,36061NY08653,2024-06-07 11:00:00.000,14.86
564944,36061NY12380,2024-06-07 11:00:00.000,10.2
564945,36085NY04805,2024-06-07 11:00:00.000,17.56
564956,36061NY09734,2024-06-07 11:00:00.000,10.6
564957,36081NY07615,2024-06-07 11:00:00.000,9.9
564958,36061NY08552,2024-06-07 12:00:00.000,12.44
